watch_id,user_id,content_id,watch_date,session_duration,completion_rate
60622,15013,C0479,2026-02-09,61.6,54.55
60623,15013,C0460,2026-03-27,16.2,14.32
60624,15016,C0434,2024-05-17,37.9,33.24
60625,15016,C0195,2024-08-02,9.6,21.26
60626,15016,C0071,2024-12-23,84.5,68.68
60627,15016,C0184,2025-04-18,81.1,63.83
60628,15016,C0444,2025-07-23,54.0,67.54
60629,15017,C0114,2026-06-10,45.8,43.6
60630,15018,C0400,2025-03-06,22.9,50.94
60631,15018,C0158,2025-03-30,43.9,31.33
60632,15018,C0087,2025-07-08,23.8,19.37
60633,15020,C0252,2024-09-07,21.0,19.31
60634,15020,C0399,2024-10-15,39.2,45.64
60635,15020,C0052,2024-10-28,25.7,50.36
60636,15020,C0499,2025-04-01,49.2,51.26
60637,15020,C0166,2025-04-05,10.1,14.79
60638,15020,C0399,2025-12-07,36.6,42.51
60639,15020,C0168,2025-12-18,18.4,12.42
60640,15020,C0322,2026-04-15,34.0,43.07
60641,15021,C0045,2025-08-29,36.5,30.89
60642,15021,C0130,2026-04-01,29.0,33.73
60643,15022,C0382,2026-03-27,41.9,61.64
60644,15023,C0271,2026-03-13,80.6,62.94
60645,15023,C0233,2026-04-13,60.0,71.4
60646,15024,C0121,2024-06-25,41.6,39.6
60647,15024,C0093,2024-12-03,50.0,44.27
60648,15024,C0371,2024-12-21,92.7,68.67
60649,15024,C0186,2025-04-16,38.9,35.36
60650,15024,C0290,2025-06-29,35.0,77.73
60651,15024,C0037,2025-10-31,82.6,68.25
60652,15024,C0327,2025-11-22,68.9,71.76
60653,15024,C0295,2025-12-16,38.3,26.77
60654,15024,C0207,2026-06-23,77.7,60.2
60655,15026,C0472,2026-04-19,105.8,86.68
60656,15026,C0449,2026-04-21,23.4,35.43
60657,15027,C0285,2025-03-21,50.8,49.34
60658,15027,C0342,2025-05-12,41.7,27.09
60659,15028,C0171,2025-06-13,39.2,42.14
60660,15028,C0071,2026-04-15,49.1,39.91
60661,15028,C0299,2026-05-10,24.0,21.46
60662,15029,C0130,2026-04-01,56.5,65.66
60663,15030,C0284,2024-12-10,33.5,25.6
60664,15030,C0410,2025-08-06,14.9,33.13
60665,15030,C0321,2025-08-06,46.6,53.0
60666,15030,C0342,2025-09-02,99.8,64.79
60667,15030,C0276,2025-10-10,73.5,49.01
60668,15030,C0006,2026-01-07,22.2,49.43
60669,15030,C0058,2026-04-19,43.7,39.4
60670,15031,C0303,2025-07-24,34.4,24.03
60671,15031,C0467,2026-03-08,55.0,47.8
60672,15031,C0123,2026-04-21,41.4,65.65
60673,15032,C0486,2026-01-05,48.8,58.15
60674,15032,C0081,2026-01-14,36.7,32.45
60675,15032,C0068,2026-05-07,72.1,63.8
60676,15033,C0293,2025-06-02,63.3,51.43
60677,15033,C0022,2025-09-16,14.9,14.43
60678,15033,C0333,2025-11-24,52.6,66.59
60679,15035,C0483,2025-06-05,42.2,52.06
60680,15035,C0212,2025-11-11,31.6,44.44
60681,15035,C0083,2025-11-25,35.9,41.26
60682,15036,C0124,2025-09-23,61.8,67.16
60683,15036,C0336,2025-11-14,52.2,31.27
60684,15037,C0198,2023-12-29,54.8,74.06
60685,15037,C0353,2024-01-27,49.7,70.04
60686,15037,C0192,2024-05-28,33.3,72.31
60687,15037,C0233,2024-07-31,77.0,91.69
60688,15037,C0449,2024-09-14,26.5,40.09
60689,15037,C0155,2025-04-12,60.2,70.77
60690,15037,C0105,2025-05-22,85.2,68.74
60691,15037,C0394,2025-10-16,35.4,38.43
60692,15037,C0416,2026-05-06,72.3,80.38
60693,15037,C0129,2026-06-18,57.2,74.25
60694,15038,C0425,2026-02-24,33.9,39.9
60695,15038,C0022,2026-03-17,45.7,44.35
60696,15038,C0446,2026-03-28,33.4,45.76
60697,15038,C0235,2026-04-24,28.7,27.9
60698,15039,C0433,2023-08-17,94.4,73.2
60699,15039,C0231,2023-09-02,39.1,31.27
60700,15039,C0184,2024-01-07,61.6,48.48
60701,15039,C0408,2024-02-11,37.5,50.05
60702,15039,C0156,2024-03-20,38.0,55.88
60703,15039,C0159,2024-04-14,122.5,72.9
60704,15039,C0400,2024-06-05,34.7,77.13
60705,15039,C0259,2024-09-01,56.1,72.8
60706,15039,C0259,2025-02-26,43.4,56.41
60707,15039,C0499,2025-05-18,62.9,65.49
60708,15039,C0218,2025-07-26,29.3,45.85
60709,15039,C0318,2025-12-15,29.8,33.5
60710,15039,C0245,2025-12-28,37.4,29.94
60711,15039,C0290,2025-12-30,19.0,42.32
60712,15039,C0472,2026-06-26,64.3,52.7
60713,15041,C0474,2025-12-19,49.2,57.26
60714,15041,C0056,2026-01-02,56.4,58.15
60715,15041,C0418,2026-02-02,37.4,34.92
60716,15041,C0144,2026-02-12,114.1,81.52
60717,15041,C0014,2026-04-23,85.2,66.02
60718,15042,C0168,2025-06-10,111.6,75.38
60719,15042,C0372,2025-06-26,86.1,83.59
60720,15042,C0259,2025-10-06,45.0,58.4
60721,15042,C0380,2025-10-31,113.5,87.34
60722,15042,C0033,2025-11-30,41.2,43.4
60723,15043,C0083,2023-10-26,47.9,55.09
60724,15043,C0239,2023-12-23,11.1,18.43
60725,15043,C0486,2024-03-04,38.3,45.54
60726,15043,C0084,2024-05-08,75.0,74.29
60727,15043,C0425,2024-08-06,28.0,32.94
60728,15043,C0025,2024-08-12,95.1,68.42
60729,15043,C0349,2024-08-18,17.9,19.62
60730,15043,C0499,2024-12-19,36.0,37.54
60731,15043,C0400,2025-01-02,31.7,70.53
60732,15043,C0061,2025-01-26,85.8,81.71
60733,15043,C0200,2025-11-10,28.8,28.0
60734,15043,C0322,2026-01-31,44.7,56.58
60735,15043,C0201,2026-03-31,61.0,42.08
60736,15043,C0347,2026-03-31,112.4,69.8
60737,15044,C0419,2023-09-26,49.7,48.71
60738,15044,C0329,2023-12-26,33.6,29.47
60739,15044,C0149,2024-02-10,12.2,15.22
60740,15044,C0145,2024-03-30,49.9,42.25
60741,15044,C0135,2024-05-15,66.0,75.87
60742,15044,C0074,2025-04-21,67.0,57.73
60743,15044,C0086,2025-09-05,90.7,63.41
60744,15044,C0083,2025-10-08,53.5,61.52
60745,15044,C0126,2026-01-17,50.3,47.02
60746,15044,C0249,2026-05-02,85.2,69.29
60747,15044,C0441,2026-05-10,66.4,69.14
60748,15044,C0361,2026-05-17,39.5,39.48
60749,15045,C0370,2024-01-29,40.5,31.42
60750,15045,C0372,2024-03-21,32.9,31.93
60751,15045,C0184,2024-03-31,117.4,92.46
60752,15045,C0005,2024-04-17,88.9,66.85
60753,15045,C0206,2024-06-19,99.6,81.62
60754,15045,C0405,2024-08-18,124.2,92.0
60755,15045,C0440,2024-11-21,53.5,54.57
60756,15045,C0226,2024-11-27,35.2,66.34
60757,15045,C0460,2025-07-28,65.6,58.08
60758,15045,C0347,2026-06-01,87.4,54.3
60759,15046,C0301,2026-04-20,36.0,41.39
60760,15047,C0245,2025-01-11,77.8,62.21
60761,15047,C0121,2025-03-22,55.9,53.19
60762,15047,C0010,2025-07-03,16.4,16.26
60763,15047,C0165,2025-12-31,53.3,51.21
60764,15047,C0471,2026-01-01,100.6,87.52
60765,15048,C0405,2026-02-19,89.0,65.96
60766,15049,C0410,2025-10-11,13.5,29.97
60767,15049,C0388,2025-12-21,74.7,45.55
60768,15049,C0234,2026-03-24,55.5,39.9
60769,15051,C0312,2024-09-04,51.0,34.49
60770,15051,C0170,2025-11-13,36.4,39.61
60771,15051,C0384,2025-12-29,75.2,65.94
60772,15051,C0274,2026-03-14,25.9,31.64
60773,15051,C0117,2026-04-24,58.1,54.3
60774,15051,C0091,2026-06-04,127.5,82.78
60775,15052,C0486,2024-10-14,45.1,53.68
60776,15052,C0297,2024-10-15,50.8,44.18
60777,15052,C0407,2025-03-05,34.5,49.95
60778,15052,C0170,2025-09-23,43.5,47.32
60779,15053,C0301,2025-03-27,69.8,80.2
60780,15053,C0318,2025-06-05,26.5,29.77
60781,15054,C0152,2025-07-03,47.3,59.11
60782,15054,C0305,2025-10-01,31.3,36.84
60783,15054,C0264,2025-10-02,153.6,90.91
60784,15054,C0230,2025-10-17,40.2,34.35
60785,15054,C0284,2025-12-13,27.5,21.01
60786,15054,C0005,2026-02-25,80.3,60.36
60787,15054,C0103,2026-02-27,68.1,61.33
60788,15054,C0080,2026-03-25,71.4,65.52
60789,15055,C0043,2024-07-30,61.6,70.02
60790,15055,C0004,2025-03-24,16.7,16.08
60791,15055,C0230,2025-04-01,45.0,38.5
60792,15055,C0445,2025-10-28,14.4,12.74
60793,15055,C0371,2026-01-13,57.1,42.28
60794,15056,C0103,2025-03-14,39.0,35.16
60795,15056,C0351,2025-09-04,75.6,92.19
60796,15056,C0321,2026-04-07,44.6,50.73
60797,15057,C0272,2025-10-12,36.7,26.44
60798,15057,C0095,2026-04-15,50.2,38.94
60799,15059,C0336,2026-04-18,138.1,82.68
60800,15059,C0131,2026-06-24,65.1,42.24
60801,15060,C0031,2024-11-21,37.4,41.13
60802,15061,C0351,2026-01-19,59.2,72.23
60803,15062,C0403,2024-07-06,26.0,50.09
60804,15063,C0220,2024-09-08,45.1,35.78
60805,15063,C0249,2024-12-02,81.9,66.58
60806,15064,C0145,2025-12-24,59.7,50.62
60807,15064,C0067,2026-03-28,22.8,42.97
60808,15065,C0423,2025-07-09,14.4,13.07
60809,15066,C0436,2026-01-10,46.0,53.51
60810,15066,C0440,2026-05-12,10.1,10.31
60811,15067,C0157,2026-05-16,68.3,53.36
60812,15068,C0127,2026-03-06,69.2,49.78
60813,15068,C0125,2026-04-20,52.6,45.74
60814,15072,C0389,2024-07-20,73.8,56.36
60815,15072,C0265,2025-01-26,75.4,59.85
60816,15072,C0460,2025-03-18,3.4,3.0
60817,15072,C0327,2025-10-19,68.9,71.78
60818,15073,C0414,2024-05-25,25.4,32.11
60819,15073,C0198,2024-09-20,68.4,92.45
60820,15073,C0157,2025-04-05,57.1,44.64
60821,15073,C0112,2025-08-21,59.0,86.73
60822,15073,C0433,2025-09-10,61.8,47.87
60823,15073,C0362,2025-11-23,46.7,48.62
60824,15073,C0464,2026-02-09,35.9,35.55
60825,15073,C0067,2026-05-13,11.9,22.5
60826,15073,C0067,2026-06-18,23.4,44.14
60827,15074,C0059,2024-11-16,26.8,30.13
60828,15074,C0219,2025-03-18,25.5,41.86
60829,15074,C0438,2025-06-10,27.8,61.86
60830,15074,C0331,2025-12-27,64.2,45.85
60831,15074,C0327,2026-01-17,79.9,83.24
60832,15074,C0432,2026-04-18,32.5,25.42
60833,15074,C0376,2026-04-24,88.9,80.8
60834,15074,C0121,2026-05-13,34.6,32.98
60835,15076,C0242,2023-11-23,20.3,29.85
60836,15076,C0214,2024-10-30,37.0,38.17
60837,15076,C0045,2024-12-26,77.3,65.51
60838,15076,C0374,2025-04-23,89.6,80.04
60839,15076,C0462,2025-08-29,34.9,63.51
60840,15076,C0155,2026-02-23,32.4,38.12
60841,15076,C0290,2026-06-12,28.8,64.01
60842,15077,C0419,2025-11-03,31.6,31.0
60843,15077,C0293,2026-02-14,33.5,27.23
60844,15077,C0277,2026-02-28,50.8,59.72
60845,15077,C0281,2026-05-21,62.5,59.5
60846,15078,C0021,2024-09-20,63.7,57.87
60847,15078,C0345,2024-12-22,39.1,45.47
60848,15078,C0159,2024-12-28,112.7,67.09
60849,15078,C0468,2025-02-25,65.1,58.66
60850,15078,C0451,2025-05-05,115.8,83.91
60851,15078,C0159,2025-06-16,115.7,68.9
60852,15078,C0493,2025-07-09,3.6,4.35
60853,15078,C0477,2025-09-07,45.5,37.6
60854,15078,C0130,2025-11-22,45.8,53.31
60855,15078,C0363,2025-12-26,67.6,67.55
60856,15078,C0441,2026-01-31,65.1,67.86
60857,15078,C0164,2026-03-31,77.5,65.71
60858,15078,C0245,2026-04-20,69.5,55.58
60859,15078,C0080,2026-05-05,45.8,42.06
60860,15079,C0411,2025-02-04,33.0,37.89
60861,15080,C0062,2026-06-12,89.6,52.42
60862,15083,C0384,2025-11-02,68.4,60.02
60863,15083,C0491,2025-12-19,47.8,43.49
60864,15083,C0283,2026-03-21,36.1,40.08
60865,15084,C0230,2024-11-21,84.8,72.49
60866,15084,C0441,2024-12-22,45.9,47.77
60867,15084,C0460,2025-01-05,50.4,44.63
60868,15084,C0479,2025-02-21,33.5,29.63
60869,15084,C0447,2025-03-04,69.5,57.89
60870,15084,C0314,2025-03-14,50.7,88.89
60871,15084,C0145,2025-03-19,100.6,85.21
60872,15084,C0121,2025-04-27,92.8,88.37
60873,15084,C0460,2025-11-15,83.4,73.82
60874,15085,C0346,2026-06-04,44.6,47.97
60875,15086,C0439,2025-12-12,96.1,64.5
60876,15087,C0329,2026-04-05,10.3,9.02
60877,15088,C0461,2025-02-03,76.6,57.58
60878,15088,C0217,2025-04-09,71.5,48.0
60879,15088,C0241,2025-06-14,80.6,56.38
60880,15088,C0456,2025-09-26,16.4,13.45
60881,15088,C0063,2025-11-12,71.9,64.19
60882,15088,C0074,2026-02-06,70.2,60.53
60883,15088,C0309,2026-04-06,63.1,65.72
60884,15089,C0435,2024-03-09,57.5,45.31
60885,15089,C0233,2024-04-08,60.2,71.62
60886,15089,C0410,2024-04-14,31.1,69.18
60887,15089,C0006,2024-04-25,37.3,82.8
60888,15089,C0299,2024-05-18,72.8,64.99
60889,15089,C0346,2024-09-26,61.0,65.6
60890,15089,C0198,2024-12-01,41.9,56.62
60891,15089,C0308,2025-05-10,50.9,78.28
60892,15089,C0401,2025-05-16,65.1,71.54
60893,15089,C0278,2025-08-15,31.5,50.86
60894,15089,C0378,2025-08-25,58.6,77.14
60895,15089,C0112,2025-09-16,64.7,95.08
60896,15089,C0383,2025-12-03,124.9,82.14
60897,15089,C0124,2026-03-06,69.0,75.04
60898,15089,C0138,2026-04-24,33.2,32.51
60899,15089,C0177,2026-05-09,61.1,58.72
60900,15089,C0145,2026-05-20,28.3,23.98
60901,15092,C0365,2025-05-26,50.8,45.72
60902,15092,C0387,2025-09-03,30.5,39.11
60903,15092,C0231,2026-02-14,100.3,80.23
60904,15092,C0433,2026-02-20,51.4,39.82
60905,15092,C0484,2026-04-13,68.9,53.8
60906,15093,C0319,2024-01-03,69.6,61.04
60907,15093,C0138,2024-06-22,48.3,47.39
60908,15093,C0291,2024-07-29,48.0,49.98
60909,15093,C0328,2025-02-28,42.4,36.56
60910,15093,C0326,2025-04-23,17.4,18.54
60911,15093,C0441,2025-06-24,78.6,81.82
60912,15093,C0419,2025-06-28,70.5,69.16
60913,15093,C0449,2025-06-30,39.5,59.87
60914,15093,C0037,2025-07-09,96.8,79.96
60915,15093,C0062,2025-08-13,141.5,82.77
60916,15093,C0498,2026-06-20,63.1,65.73
60917,15094,C0212,2025-09-07,32.4,45.7
60918,15095,C0333,2024-01-05,14.9,18.86
60919,15095,C0403,2024-09-22,23.6,45.48
60920,15095,C0338,2024-10-05,58.9,53.07
60921,15095,C0451,2024-12-24,80.9,58.61
60922,15095,C0095,2025-10-19,82.5,63.98
60923,15095,C0243,2025-10-29,84.2,71.37
60924,15095,C0449,2026-03-25,37.0,56.06
60925,15096,C0113,2024-01-20,63.4,52.0
60926,15096,C0130,2025-04-17,26.1,30.36
60927,15096,C0256,2025-12-27,48.8,36.73
60928,15098,C0104,2025-12-07,57.4,39.59
60929,15098,C0112,2026-03-19,33.3,48.95
60930,15099,C0061,2024-09-01,24.1,22.99
60931,15099,C0146,2025-03-14,61.9,54.76
60932,15099,C0070,2025-04-05,55.2,53.56
60933,15099,C0484,2025-04-29,104.3,81.46
60934,15099,C0066,2025-05-17,68.6,84.7
60935,15099,C0130,2025-05-23,36.8,42.77
60936,15099,C0461,2025-08-05,76.8,57.77
60937,15099,C0327,2025-12-04,80.5,83.86
60938,15100,C0475,2025-04-22,85.9,63.63
60939,15100,C0393,2025-07-13,34.9,46.56
60940,15100,C0357,2025-09-03,92.8,71.35
60941,15100,C0071,2025-09-11,53.8,43.72
60942,15100,C0358,2025-11-11,29.2,47.04
60943,15100,C0062,2025-12-02,99.1,57.98
60944,15100,C0388,2026-03-08,164.0,100.0
60945,15101,C0341,2026-05-15,20.7,24.31
60946,15102,C0447,2024-06-04,64.8,54.03
60947,15102,C0361,2024-09-15,57.2,57.15
60948,15102,C0114,2025-10-27,53.0,50.51
60949,15102,C0180,2025-11-01,66.5,61.55
60950,15102,C0145,2026-06-25,44.8,37.93
60951,15103,C0254,2025-01-01,31.8,32.46
60952,15103,C0132,2025-01-21,57.1,55.93
60953,15103,C0116,2025-07-22,18.9,24.56
60954,15103,C0082,2026-02-23,9.3,8.61
60955,15103,C0269,2026-03-04,43.1,41.47
60956,15103,C0321,2026-04-20,22.1,25.14
60957,15104,C0017,2023-11-19,56.2,48.02
60958,15104,C0127,2025-08-04,71.4,51.34
60959,15104,C0207,2025-12-24,91.9,71.24
60960,15105,C0373,2025-11-21,33.1,43.61
60961,15105,C0351,2026-01-13,61.2,74.62
60962,15105,C0351,2026-04-08,75.9,92.51
60963,15106,C0216,2024-10-01,50.8,51.85
60964,15106,C0446,2024-10-02,36.7,50.33
60965,15106,C0147,2025-02-08,17.0,37.85
60966,15106,C0451,2025-02-11,96.6,69.96
60967,15106,C0025,2025-02-22,62.9,45.25
60968,15106,C0434,2025-07-31,54.5,47.76
60969,15106,C0446,2025-08-02,36.8,50.41
60970,15106,C0419,2026-01-12,29.0,28.39
60971,15106,C0379,2026-04-13,38.1,42.33
60972,15107,C0136,2024-09-01,89.4,88.5
60973,15107,C0348,2025-10-28,28.6,25.5
60974,15107,C0270,2025-11-13,48.1,33.2
60975,15108,C0147,2024-03-02,5.6,12.37
60976,15108,C0024,2024-03-17,73.4,60.66
60977,15108,C0106,2024-07-03,52.8,38.01
60978,15108,C0109,2025-04-06,45.9,54.7
60979,15108,C0206,2025-06-13,74.2,60.81
60980,15108,C0383,2025-08-22,67.1,44.14
60981,15108,C0342,2025-10-12,83.2,54.04
60982,15108,C0376,2026-01-09,89.9,81.71
60983,15108,C0225,2026-01-30,53.2,34.55
60984,15108,C0174,2026-02-10,123.0,78.87
60985,15109,C0372,2023-07-26,42.6,41.35
60986,15109,C0284,2023-10-13,44.4,33.89
60987,15109,C0179,2024-02-25,67.3,76.43
60988,15109,C0435,2024-05-23,77.4,60.92
60989,15109,C0071,2024-06-28,99.5,80.89
60990,15109,C0192,2024-07-12,25.7,55.78
60991,15109,C0107,2024-07-29,76.0,58.45
60992,15109,C0243,2024-08-24,82.0,69.48
60993,15109,C0295,2025-02-06,54.3,37.99
60994,15109,C0401,2025-08-09,63.2,69.4
60995,15109,C0188,2025-10-06,18.7,41.63
60996,15109,C0046,2025-11-19,42.0,34.46
60997,15109,C0325,2026-01-09,32.2,34.66
60998,15109,C0180,2026-06-25,82.6,76.44
60999,15110,C0146,2025-05-21,25.5,22.53
61000,15111,C0126,2024-01-31,93.7,87.57
61001,15111,C0253,2024-07-17,46.2,43.96
61002,15111,C0372,2024-09-13,46.4,45.04
61003,15111,C0497,2025-01-17,97.4,76.07
61004,15111,C0213,2025-04-26,56.3,45.8
61005,15111,C0037,2025-11-03,82.3,68.06
61006,15111,C0268,2026-01-03,19.0,26.8
61007,15111,C0010,2026-02-05,29.5,29.22
61008,15111,C0017,2026-05-26,71.4,61.03
61009,15112,C0277,2026-03-31,52.3,61.52
61010,15113,C0195,2025-11-29,22.9,50.8
61011,15113,C0408,2026-04-16,20.3,27.06
61012,15114,C0440,2026-02-02,63.2,64.47
61013,15115,C0126,2025-12-22,84.7,79.15
61014,15115,C0462,2026-01-01,21.9,39.86
61015,15115,C0121,2026-01-04,43.6,41.54
61016,15115,C0466,2026-05-07,48.0,39.63
61017,15117,C0444,2025-10-11,52.3,65.36
61018,15117,C0005,2025-12-01,73.6,55.36
61019,15118,C0016,2025-08-17,80.1,50.05
61020,15119,C0059,2024-10-25,34.6,38.88
61021,15119,C0458,2024-12-20,62.7,58.56
61022,15119,C0273,2025-05-31,11.2,13.78
61023,15119,C0278,2025-08-18,32.6,52.55
61024,15119,C0473,2025-08-22,134.3,74.61
61025,15119,C0274,2025-09-11,47.8,58.23
61026,15119,C0087,2025-12-04,36.6,29.76
61027,15119,C0134,2026-04-21,26.6,33.29
61028,15120,C0408,2025-06-05,56.0,74.66
61029,15120,C0230,2025-06-27,84.4,72.1
61030,15120,C0382,2025-06-29,42.7,62.81
61031,15120,C0008,2025-09-01,122.2,89.21
61032,15120,C0246,2025-10-26,65.6,42.58
61033,15120,C0242,2026-01-01,52.9,77.74
61034,15120,C0233,2026-04-22,50.4,59.97
61035,15121,C0084,2024-08-15,54.6,54.08
61036,15122,C0312,2024-07-24,35.8,24.21
61037,15122,C0011,2025-06-21,77.6,47.62
61038,15123,C0222,2025-04-14,48.7,48.67
61039,15123,C0119,2025-05-19,72.9,62.86
61040,15123,C0136,2025-05-28,56.4,55.82
61041,15123,C0309,2026-02-05,76.5,79.71
61042,15123,C0061,2026-03-12,78.5,74.72
61043,15123,C0461,2026-05-16,99.4,74.72
61044,15124,C0160,2024-09-02,56.5,68.85
61045,15124,C0049,2024-12-04,31.9,46.28
61046,15124,C0153,2025-05-03,51.1,58.77
61047,15124,C0300,2026-03-02,103.3,52.46
61048,15124,C0012,2026-05-23,68.2,50.52
61049,15125,C0119,2026-02-10,103.0,88.83
61050,15125,C0055,2026-03-16,46.0,59.8
61051,15126,C0006,2024-06-10,9.8,21.72
61052,15127,C0345,2025-05-30,14.1,16.43
61053,15128,C0083,2025-10-02,47.4,54.48
61054,15128,C0472,2026-05-27,37.3,30.55
61055,15129,C0370,2025-01-10,57.3,44.4
61056,15129,C0039,2025-04-02,58.8,58.84
61057,15129,C0203,2025-04-21,34.9,25.07
61058,15129,C0254,2025-07-23,61.3,62.59
61059,15129,C0311,2025-09-29,45.3,43.56
61060,15129,C0180,2026-03-20,49.1,45.44
61061,15129,C0205,2026-06-23,56.8,73.74
61062,15130,C0192,2025-07-17,25.3,54.91
61063,15130,C0177,2025-07-25,48.9,46.99
61064,15130,C0157,2025-10-01,64.1,50.04
61065,15130,C0155,2025-11-01,59.3,69.79
61066,15130,C0112,2026-03-20,38.2,56.24
61067,15130,C0113,2026-05-22,28.4,23.3
61068,15131,C0341,2025-10-20,35.7,41.99
61069,15131,C0093,2026-04-30,42.7,37.75
61070,15132,C0068,2025-01-26,51.0,45.13
61071,15133,C0055,2023-10-14,36.8,47.76
61072,15133,C0233,2024-12-24,63.4,75.47
61073,15133,C0478,2025-04-06,34.6,42.7
61074,15133,C0058,2025-06-20,53.5,48.21
61075,15133,C0306,2026-05-19,56.5,47.85
61076,15134,C0054,2025-08-06,50.7,36.73
61077,15134,C0007,2025-09-16,13.0,16.43
61078,15134,C0193,2026-03-08,26.9,43.32
61079,15135,C0382,2026-04-05,53.7,78.91
61080,15135,C0268,2026-05-04,48.0,67.65
61081,15135,C0444,2026-06-25,46.4,58.04
61082,15136,C0378,2025-07-11,37.0,48.63
61083,15136,C0014,2025-08-30,20.5,15.9
61084,15136,C0346,2026-03-05,60.0,64.52
61085,15137,C0321,2025-10-16,57.9,65.81
61086,15137,C0231,2026-05-08,34.7,27.74
61087,15138,C0172,2026-03-15,72.5,64.76
61088,15138,C0473,2026-05-17,61.5,34.17
61089,15138,C0200,2026-06-08,48.1,46.65
61090,15139,C0020,2025-01-12,67.1,62.7
61091,15139,C0218,2025-02-02,18.3,28.66
61092,15139,C0371,2025-03-07,72.3,53.57
61093,15139,C0254,2025-05-04,61.5,62.8
61094,15139,C0439,2025-05-05,65.0,43.64
61095,15139,C0164,2025-10-13,83.7,70.94
61096,15139,C0417,2026-01-29,27.5,31.63
61097,15139,C0025,2026-06-17,64.9,46.72
61098,15140,C0211,2025-08-20,16.5,15.53
61099,15140,C0011,2025-09-05,85.3,52.34
61100,15140,C0408,2026-01-14,42.3,56.37
61101,15140,C0243,2026-05-01,83.9,71.11
61102,15141,C0021,2024-09-14,83.0,75.48
61103,15141,C0135,2025-01-27,45.3,52.04
61104,15141,C0249,2025-08-16,85.3,69.31
61105,15141,C0082,2025-09-27,54.9,50.79
61106,15141,C0406,2026-01-16,2.9,3.0
61107,15141,C0401,2026-02-28,55.5,61.03
61108,15142,C0017,2025-03-20,53.2,45.48
61109,15142,C0210,2025-06-06,27.9,23.48
61110,15143,C0338,2026-04-07,53.2,47.91
61111,15144,C0388,2026-02-03,149.3,91.04
61112,15144,C0045,2026-03-07,70.4,59.66
61113,15144,C0009,2026-04-16,71.3,72.74
61114,15144,C0500,2026-05-02,125.9,85.09
61115,15144,C0116,2026-06-15,51.1,66.37
61116,15144,C0005,2026-06-21,55.6,41.81
61117,15145,C0246,2025-06-09,64.4,41.81
61118,15145,C0452,2025-10-30,26.4,25.42
61119,15145,C0164,2026-02-27,66.7,56.52
61120,15145,C0283,2026-03-20,43.1,47.86
61121,15146,C0309,2025-07-14,22.7,23.65
61122,15147,C0414,2024-08-13,44.2,55.95
61123,15147,C0231,2025-01-26,82.4,65.94
61124,15147,C0315,2025-04-23,36.1,19.93
61125,15147,C0337,2025-05-27,47.2,58.23
61126,15147,C0022,2025-06-12,18.8,18.26
61127,15147,C0091,2025-09-14,154.0,100.0
61128,15147,C0244,2025-09-18,45.3,45.34
61129,15147,C0460,2026-06-18,72.8,64.42
61130,15148,C0040,2025-06-03,85.2,86.01
61131,15148,C0039,2025-10-30,49.7,49.7
61132,15148,C0270,2026-02-18,84.0,57.92
61133,15148,C0125,2026-06-28,44.8,38.92
61134,15149,C0217,2026-05-17,57.5,38.56
61135,15150,C0139,2025-03-24,62.2,59.28
61136,15150,C0016,2025-06-29,111.4,69.62
61137,15150,C0216,2025-08-02,29.3,29.88
61138,15150,C0109,2025-12-07,39.5,47.02
61139,15150,C0232,2025-12-13,46.9,75.67
61140,15150,C0306,2026-05-03,46.7,39.6
61141,15150,C0199,2026-05-13,57.6,47.17
61142,15151,C0036,2026-03-19,40.7,38.36
61143,15152,C0277,2026-04-26,40.9,48.13
61144,15153,C0362,2024-05-17,55.7,58.06
61145,15153,C0054,2024-06-26,84.0,60.89
61146,15153,C0224,2024-07-29,62.8,52.32
61147,15153,C0310,2025-08-19,41.1,37.02
61148,15155,C0093,2025-02-09,25.0,22.14
61149,15156,C0069,2024-05-19,33.9,20.4
61150,15156,C0066,2025-09-06,38.0,46.9
61151,15156,C0435,2026-02-17,69.4,54.67
61152,15156,C0176,2026-03-10,50.0,44.68
61153,15156,C0499,2026-06-03,77.6,80.88
61154,15156,C0349,2026-06-20,44.7,49.13
61155,15157,C0202,2023-12-19,37.4,34.3
61156,15157,C0269,2024-10-12,57.3,55.14
61157,15157,C0236,2025-04-08,40.8,35.5
61158,15157,C0292,2025-08-06,39.1,37.59
61159,15157,C0167,2025-08-21,53.2,71.87
61160,15157,C0490,2025-10-20,28.0,51.83
61161,15158,C0365,2024-05-18,66.7,60.09
61162,15158,C0005,2024-07-07,86.6,65.12
61163,15158,C0106,2024-10-23,44.0,31.63
61164,15158,C0101,2025-08-22,58.2,48.95
61165,15158,C0185,2025-12-18,33.2,33.83
61166,15158,C0002,2026-04-23,49.4,37.17
61167,15158,C0220,2026-05-25,61.5,48.84
61168,15159,C0162,2026-05-10,42.5,40.05
61169,15161,C0415,2026-04-26,5.8,5.72
61170,15162,C0091,2024-10-26,86.7,56.28
61171,15162,C0334,2025-02-01,23.0,24.52
61172,15162,C0461,2025-02-20,75.1,56.44
61173,15162,C0081,2025-09-02,7.3,6.47
61174,15162,C0482,2026-02-04,25.5,19.64
61175,15162,C0022,2026-03-04,36.8,35.7
61176,15162,C0273,2026-03-20,36.6,45.22
61177,15162,C0049,2026-05-21,44.4,64.35
61178,15163,C0391,2025-04-26,44.3,56.74
61179,15163,C0010,2025-04-30,38.6,38.2
